Sign_ID ID Easting Northing Altitude Retro Angle Distance UTC Long Lat
3 4359653.0 740169.809 3755793.686 327.202 0.875 0.04771 23.041 69354.71381 -84.402208538 33.915208326
3 4359654.0 740169.811 3755793.706 326.965 0.851 0.03742 23.022 69354.71384 -84.402208515 33.9152085
3 4359655.0 740169.804 3755793.732 326.729 0.784 0.02713 22.994 69354.71387 -84.402208586 33.915208742
3 4359656.0 740169.787 3755793.767 326.493 0.855 0.01684 22.956 69354.71391 -84.402208757 33.915209056
3 4359657.0 740169.795 3755793.781 326.257 0.839 0.00655 22.953000000000003 69354.71394 -84.402208663 33.915209179
3 4359767.0 740169.858 3755793.751 327.672 0.847 0.06817999999999999 22.771 69354.72705 -84.402207994 33.915208897
3 4359768.0 740169.871 3755793.761 327.438 0.831 0.05789 22.761999999999997 69354.72709 -84.40220784899999 33.915208983
3 4359769.0 740169.859 3755793.791 327.203 0.875 0.04761 22.723000000000003 69354.72712000001 -84.402207972 33.915209261
3 4359770.0 740169.857 3755793.814 326.969 0.875 0.03732 22.699 69354.72715 -84.402207993 33.915209464
3 4359771.0 740169.859 3755793.832 326.736 0.875 0.027030000000000002 22.684 69354.72718 -84.40220796 33.915209628
3 4359772.0 740169.854 3755793.857 326.503 0.878 0.01674 22.660999999999998 69354.72722 -84.40220800899999 33.915209853
3 4359773.0 740169.85 3755793.88 326.271 0.859 0.00645 22.643 69354.72725 -84.40220804 33.915210063
3 4359882.0 740169.918 3755793.848 327.669 0.839 0.06817999999999999 22.465999999999998 69354.74037 -84.402207315 33.915209758
3 4359883.0 740169.93 3755793.859 327.438 0.855 0.05789 22.455 69354.7404 -84.402207191 33.915209856
3 4359884.0 740169.909 3755793.896 327.206 0.851 0.04761 22.406 69354.74042999999 -84.40220739899999 33.915210191
3 4359885.0 740169.929 3755793.9 326.976 0.851 0.03732 22.410999999999998 69354.74046 -84.40220718399999 33.915210223
3 4359886.0 740169.938 3755793.913 326.746 0.843 0.027030000000000002 22.404 69354.7405 -84.402207085 33.915210338
3 4359887.0 740169.906 3755793.959 326.516 0.847 0.01674 22.346999999999998 69354.74053 -84.402207417 33.915210762
3 4359888.0 740169.907 3755793.978 326.287 0.835 0.00645 22.335 69354.74056 -84.4022074 33.915210935
4 4375544.0 740212.649 3755778.033 329.454 0.749 0.06819 24.43 69356.60424 -84.40174986 33.915057517
4 4375659.0 740212.708 3755778.138 329.438 0.8 0.06819 24.11 69356.61756 -84.401749198 33.91505845
4 4375660.0 740212.704 3755778.155 329.189 0.733 0.0579 24.08 69356.61759 -84.401749233 33.915058607
4 4375773.0 740212.786 3755778.211 329.673 0.753 0.07858 23.845 69356.63083 -84.40174833100001 33.915059089
4 4375774.0 740212.783 3755778.227 329.426 0.8 0.06829 23.813000000000002 69356.63087000001 -84.401748361 33.915059242
4 4375775.0 740212.768 3755778.256 329.179 0.78 0.058 23.767 69356.6309 -84.40174852199999 33.9150595
4 4375888.0 740212.863 3755778.3 329.653 0.8 0.07847 23.548000000000002 69356.64415 -84.401747482 33.915059881
4 4375889.0 740212.849 3755778.327 329.408 0.796 0.06817999999999999 23.502 69356.64417999999 -84.401747626 33.915060123
4 4375890.0 740212.828 3755778.36 329.164 0.796 0.0579 23.449 69356.64421 -84.401747845 33.915060424
4 4376002.0 740212.953 3755778.364 329.877 0.761 0.08876 23.299 69356.65742999999 -84.401746493 33.915060436
4 4376003.0 740212.914 3755778.413 329.633 0.78 0.07847 23.218000000000004 69356.65746 -84.40174689199999 33.915060881
4 4376004.0 740212.914 3755778.427 329.393 0.769 0.06817999999999999 23.19 69356.6575 -84.401746897 33.915061011
4 4376005.0 740212.894 3755778.459 329.152 0.788 0.0579 23.139 69356.65753 -84.401747104 33.9150613
4 4376006.0 740212.868 3755778.495 328.912 0.765 0.04761 23.083000000000002 69356.65756 -84.401747368 33.915061636
4 4376117.0 740212.994 3755778.486 329.855 0.8 0.08886000000000001 22.955 69356.67074 -84.40174601 33.915061524
4 4376118.0 740212.996 3755778.498 329.618 0.776 0.07857 22.929000000000002 69356.67078 -84.401745982 33.915061627
4 4376119.0 740212.979 3755778.527 329.38 0.788 0.06828 22.879 69356.67081 -84.401746164 33.915061895
4 4376120.0 740212.968 3755778.55 329.143 0.773 0.058 22.84 69356.67083999999 -84.401746279 33.91506211
4 4376121.0 740212.935 3755778.593 328.905 0.776 0.04771 22.775 69356.67087 -84.401746616 33.915062502
4 4376231.0 740213.102 3755778.535 330.071 0.773 0.09905 22.73 69356.68402 -84.40174483199999 33.915061939
